id,Opened,Closed,Status,ResponsibleAgency,Address,Category,RequestType,Request Details,Source,Supervisor District,Neighborhood,Updated,Point,x,y
1921111,1/21/13,1/22/13,Closed,DPW Ops Queue,Intersection of JONES ST and OFARRELL ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/21/09 8:17,"[37.7857894780344, -122.412969527981]",-122.4129695,37.78578948
1921103,1/21/13,1/22/13,Closed,DPW Ops Queue,Intersection of EDDY ST and HYDE ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/21/09 8:17,"[37.7835155328168, -122.415882629902]",-122.4158826,37.78351553
1921093,1/21/13,1/22/13,Closed,DPW Ops Queue,"350 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/21/09 8:17,"[37.781603130123, -122.416351985925]",-122.416352,37.78160313
1921088,1/21/13,1/22/13,Closed,DPW Ops Queue,Intersection of DODGE ST and TURK ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/21/09 8:17,"[37.7824203080071, -122.416983014922]",-122.416983,37.78242031
1921083,1/21/13,1/22/13,Closed,DPW Ops Queue,Intersection of GOLDEN GATE AVE and LEAVENWORTH ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/21/09 8:17,"[37.7818633401966, -122.413865509418]",-122.4138655,37.78186334
1921073,1/21/13,1/22/13,Closed,DPW Ops Queue,"1106 MARKET ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/21/09 8:17,"[37.780849365164, -122.412213101505]",-122.4122131,37.78084937
1920207,1/21/13,1/23/13,Closed,DPW Ops Queue,Intersection of FOLSOM ST and RODGERS ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,1/22/09 8:14,"[37.7754512, -122.409480655]",-122.4094807,37.7754512
1919885,1/21/13,1/23/13,Closed,DPW Ops Queue," 640 EDDY ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 7:13,"[37.78327845703, -122.418223462029]",-122.4182235,37.78327846
1919876,1/21/13,1/23/13,Closed,DPW Ops Queue,"752 LARKIN ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 7:13,"[37.784859503, -122.417697019]",-122.417697,37.7848595
1919868,1/21/13,1/23/13,Closed,DPW Ops Queue," 344 JONES ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 7:13,"[37.78436323522, -122.412611390386]",-122.4126114,37.78436324
1919858,1/21/13,1/23/13,Closed,DPW Ops Queue,Intersection of GOLDEN GATE AVE and LEAVENWORTH ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 7:13,"[37.7818633401966, -122.413865509418]",-122.4138655,37.78186334
1919850,1/21/13,1/23/13,Closed,DPW Ops Queue,Intersection of CHARLES J BRENHAM PL and MARKET ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 7:13,"[37.7804786084846, -122.41251224905]",-122.4125122,37.78047861
1919839,1/21/13,1/23/13,Closed,DPW Ops Queue,"450 ELLIS ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 7:13,"[37.784805361882, -122.413631253599]",-122.4136313,37.78480536
1919799,1/21/13,1/26/13,Closed,DPW Ops Queue,Intersection of 3RD ST and GALVEZ AVE,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,10,Bayview,1/25/09 9:16,"[37.7411076639849, -122.388475934055]",-122.3884759,37.74110766
1919652,1/21/13,1/22/13,Closed,DPW Ops Queue,"2327 MARKET ST, SAN FRANCISCO, CA, 94114",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,8,Castro/Upper Market,1/21/09 10:18,"[37.763671331941, -122.433560888678]",-122.4335609,37.76367133
1919365,1/21/13,1/22/13,Closed,DPW Ops Queue,"20 SANCHEZ ST, SAN FRANCISCO, CA, 94114",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,8,Castro/Upper Market,1/21/09 10:17,"[37.76887345, -122.431717616]",-122.4317176,37.76887345
1919248,1/21/13,1/24/13,Closed,DPW Ops Queue,Intersection of 33RD AVE and LINCOLN WAY,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,1,Outer Sunset,1/23/09 8:13,"[37.7647795493547, -122.492257666739]",-122.4922577,37.76477955
1917941,1/20/13,1/23/13,Closed,DPW Ops Queue,"285 ELLIS ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 21:13,"[37.785054569452, -122.410859076378]",-122.4108591,37.78505457
1917937,1/20/13,1/23/13,Closed,DPW Ops Queue,Intersection of ELLIS ST and LEAVENWORTH ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 21:13,"[37.7846571205337, -122.414430027214]",-122.41443,37.78465712
1917931,1/20/13,1/23/13,Closed,DPW Ops Queue,"121 EDDY ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 21:13,"[37.784027734, -122.409607727]",-122.4096077,37.78402773
1917925,1/20/13,1/23/13,Closed,DPW Ops Queue,"181 EDDY ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 21:12,"[37.784128964917, -122.410607856544]",-122.4106079,37.78412896
1917919,1/20/13,1/23/13,Closed,DPW Ops Queue,Intersection of OFARRELL ST and SHANNON ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 21:12,"[37.7858929127475, -122.412147392916]",-122.4121474,37.78589291
1917906,1/20/13,1/23/13,Closed,DPW Ops Queue,"430 O'FARRELL ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 21:12,"[37.786151598, -122.411915577]",-122.4119156,37.7861516
1917364,1/20/13,1/23/13,Closed,DPW Ops Queue,Intersection of 3RD ST and HARRISON ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,1/22/09 21:12,"[37.7825535578194, -122.397385650165]",-122.3973857,37.78255356
1917352,1/20/13,1/23/13,Closed,DPW Ops Queue,Intersection of HOWARD ST and RUSS ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,1/22/09 21:12,"[37.7788607250672, -122.408271534865]",-122.4082715,37.77886073
1917139,1/20/13,1/23/13,Closed,DPW Ops Queue,"149 MASON ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 21:12,"[37.784798439633, -122.40946988466]",-122.4094699,37.78479844
1917136,1/20/13,1/23/13,Closed,DPW Ops Queue,"667 O'FARRELL ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 7:13,"[37.785255956, -122.415647869]",-122.4156479,37.78525596
1917132,1/20/13,1/22/13,Closed,DPW Ops Queue,"241 JONES ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/21/09 8:17,"[37.783379646864, -122.412556038898]",-122.412556,37.78337965
1917122,1/20/13,1/22/13,Closed,DPW Ops Queue,Intersection of JONES ST and MCALLISTER ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/21/09 8:17,"[37.7811361681091, -122.412024228511]",-122.4120242,37.78113617
1917116,1/20/13,1/23/13,Closed,DPW Ops Queue,"201 TURK ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 7:13,"[37.78264913, -122.41294159]",-122.4129416,37.78264913
1917009,1/20/13,1/23/13,Closed,DPW Ops Queue,"1275 MARKET ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,1/22/09 7:13,"[37.777737896179, -122.415805579825]",-122.4158056,37.7777379
1916742,1/20/13,1/26/13,Closed,DPW Ops Queue,"608 YORK ST, SAN FRANCISCO, CA, 94110",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,10,Mission,1/25/09 9:16,"[37.761571643, -122.409443945]",-122.4094439,37.76157164
1916369,1/20/13,1/22/13,Closed,DPW Ops Queue,"2327 MARKET ST, SAN FRANCISCO, CA, 94114",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,8,Castro/Upper Market,1/21/09 10:17,"[37.763671331941, -122.433560888678]",-122.4335609,37.76367133
1915848,1/19/13,1/20/13,Closed,DPW Ops Queue,Intersection of MISSION ST and WASHBURN ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,1/19/09 14:13,"[37.7758897318351, -122.415128050643]",-122.4151281,37.77588973
1915740,1/19/13,1/23/13,Closed,DPW Ops Queue,Intersection of ELLIS ST and TAYLOR ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 21:12,"[37.7850744633273, -122.411139893497]",-122.4111399,37.78507446
1915729,1/19/13,1/19/13,Closed,DPW Ops Queue,"133 TURK ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/18/09 18:59,"[37.783089234658, -122.411308750658]",-122.4113088,37.78308923
1915725,1/19/13,1/19/13,Closed,DPW Ops Queue,Intersection of EDDY ST and HYDE ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/18/09 18:59,"[37.7835155328168, -122.415882629902]",-122.4158826,37.78351553
1915718,1/19/13,1/23/13,Closed,DPW Ops Queue,Intersection of JONES ST and TURK ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 21:14,"[37.7830040965109, -122.412411848948]",-122.4124118,37.7830041
1914863,1/19/13,1/23/13,Closed,DPW Ops Queue,"125 MASON ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 21:12,"[37.784583509947, -122.409426526456]",-122.4094265,37.78458351
1914856,1/19/13,1/23/13,Closed,DPW Ops Queue," 410 EDDY ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 21:14,"[37.783751798465, -122.414459124577]",-122.4144591,37.7837518
1914853,1/19/13,1/23/13,Closed,DPW Ops Queue,"54 MCALLISTER ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 21:12,"[37.781052279087, -122.413125237524]",-122.4131252,37.78105228
1914846,1/19/13,1/19/13,Closed,DPW Ops Queue,"100 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/18/09 21:18,"[37.78210743618, -122.412278314042]",-122.4122783,37.78210744
1914742,1/19/13,1/23/13,Closed,DPW Ops Queue,Intersection of ALICE B TOKLAS PL and POLK ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 21:12,"[37.7854330316006, -122.419639005747]",-122.419639,37.78543303
1914648,1/19/13,1/19/13,Closed,DPW Ops Queue,Intersection of GREAT HWY and RIVERA ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,4,Outer Sunset,1/18/09 14:18,"[37.7453913922658, -122.507442624206]",-122.5074426,37.74539139
1914516,1/19/13,1/23/13,Closed,DPW Ops Queue,Intersection of 6TH ST and TAYLOR ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 21:12,"[37.7822305956242, -122.41029213588]",-122.4102921,37.7822306
1914323,1/19/13,1/25/13,Closed,DPW Ops Queue,Intersection of GENEVA AVE and MISSION ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,11,Outer Mission,1/24/09 8:23,"[37.7164594702207, -122.441019512975]",-122.4410195,37.71645947
1914098,1/19/13,1/20/13,Closed,DPW Ops Queue,"1601 LARKIN ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,3,Nob Hill,1/19/09 14:13,"[37.792610550514, -122.419475440522]",-122.4194754,37.79261055
1914051,1/19/13,1/19/13,Closed,DPW Ops Queue,Intersection of GROVE ST and VAN NESS AVE,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,5,Downtown/Civic Center,1/18/09 13:16,"[37.7782510976041, -122.419883209787]",-122.4198832,37.7782511
1913835,1/19/13,2/2/13,Closed,DPW Ops Queue,"3 LAUSSAT ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,5,Western Addition,2/1/09 12:15,"[37.771994340788, -122.427133967218]",-122.427134,37.77199434
1913833,1/19/13,1/23/13,Closed,DPW Ops Queue,Intersection of 1ST ST and MISSION ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Financial District,1/22/09 7:13,"[37.7897624996519, -122.397574347207]",-122.3975743,37.7897625
1912145,1/18/13,1/20/13,Closed,DPW Ops Queue,"771 O'FARRELL ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/19/09 9:14,"[37.784951776, -122.417377515]",-122.4173775,37.78495178
1912130,1/18/13,1/20/13,Closed,DPW Ops Queue,"231 ELLIS ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/19/09 9:14,"[37.785162471868, -122.410008446396]",-122.4100084,37.78516247
1912114,1/18/13,1/23/13,Closed,DPW Ops Queue,"575 EDDY ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 21:12,"[37.783309889679, -122.417089703425]",-122.4170897,37.78330989
1912102,1/18/13,1/23/13,Closed,DPW Ops Queue,"454 LARKIN ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/22/09 21:12,"[37.781966801093, -122.417183229735]",-122.4171832,37.7819668
1911890,1/18/13,1/23/13,Closed,DPW Ops Queue,"124 MASON ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,3,Downtown/Civic Center,1/22/09 21:11,"[37.784737832, -122.409148351]",-122.4091484,37.78473783
1910465,1/18/13,1/20/13,Closed,DPW Ops Queue,"  55 MASON ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/19/09 9:14,"[37.78384216118, -122.409276974672]",-122.409277,37.78384216
1910460,1/18/13,1/20/13,Closed,DPW Ops Queue,Intersection of LARKIN ST and OFARRELL ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/19/09 9:13,"[37.785167113148, -122.417901555792]",-122.4179016,37.78516711
1910452,1/18/13,1/20/13,Closed,DPW Ops Queue,"281 ELLIS ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/19/09 9:14,"[37.785062562453, -122.410796066826]",-122.4107961,37.78506256
1910449,1/18/13,1/20/13,Closed,DPW Ops Queue," 424 ELLIS ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/19/09 9:14,"[37.784857715973, -122.413220048993]",-122.41322,37.78485772
1910253,1/18/13,1/22/13,Closed,DPW Ops Queue,"1325 IRVING ST, SAN FRANCISCO, CA, 94122",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,5,Inner Sunset,1/21/09 9:14,"[37.763526463, -122.472162898]",-122.4721629,37.76352646
1909582,1/18/13,1/22/13,Closed,DPW Ops Queue,"1323 11TH AVE, SAN FRANCISCO, CA, 94122",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,5,Inner Sunset,1/21/09 9:14,"[37.763491181007, -122.468488840221]",-122.4684888,37.76349118
1909506,1/18/13,1/19/13,Closed,DPW Ops Queue,"701 VALENCIA ST, SAN FRANCISCO, CA, 94110",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,9,Mission,1/18/09 23:13,"[37.761657071438, -122.421504817675]",-122.4215048,37.76165707
1909118,1/17/13,1/22/13,Closed,DPW Ops Queue,"1700 HAIGHT ST, SAN FRANCISCO, CA, 94117",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,5,Haight Ashbury,1/21/09 9:16,"[37.769641275528, -122.45024274615]",-122.4502427,37.76964128
1908124,1/17/13,1/19/13,Closed,DPW Ops Queue,"155 HARRIET ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,1/18/09 21:17,"[37.77751862779, -122.405148636832]",-122.4051486,37.77751863
1907923,1/17/13,1/19/13,Closed,DPW Ops Queue,"123 EDDY ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/18/09 21:16,"[37.784244823388, -122.409694124829]",-122.4096941,37.78424482
1907909,1/17/13,1/19/13,Closed,DPW Ops Queue,"669 ELLIS ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/18/09 21:16,"[37.784249240621, -122.417176001382]",-122.417176,37.78424924
1907903,1/17/13,1/19/13,Closed,DPW Ops Queue,"339 EDDY ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/18/09 21:16,"[37.783804410564, -122.413167172531]",-122.4131672,37.78380441
1907894,1/17/13,1/19/13,Closed,DPW Ops Queue,"1170 MARKET ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/18/09 21:18,"[37.779446382685, -122.413989285852]",-122.4139893,37.77944638
1907883,1/17/13,1/19/13,Closed,DPW Ops Queue,"1108 MARKET ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Street_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/18/09 21:15,"[37.780806788778, -122.41226700485]",-122.412267,37.78080679
1907699,1/17/13,1/19/13,Closed,DPW Ops Queue,Intersection of HAYES ST and POLK ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/18/09 21:15,"[37.7775116405853, -122.418043024156]",-122.418043,37.77751164
1906563,1/17/13,1/23/13,Closed,DPW Ops Queue,"1520 MARKET ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,5,Downtown/Civic Center,1/22/09 7:14,"[37.775029284365, -122.419580702347]",-122.4195807,37.77502928
1906283,1/17/13,1/20/13,Closed,DPW Ops Queue,"545 O'FARRELL ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/19/09 10:14,"[37.785423437, -122.41365683]",-122.4136568,37.78542344
1906278,1/17/13,1/20/13,Closed,DPW Ops Queue,"667 OFARRELL ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/19/09 10:14,"[37.785255407, -122.415647855]",-122.4156479,37.78525541
1906272,1/17/13,1/18/13,Closed,DPW Ops Queue,"724 LARKIN ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/17/09 7:16,"[37.784593149165, -122.417711291428]",-122.4177113,37.78459315
1906269,1/17/13,1/18/13,Closed,DPW Ops Queue,"345 HYDE ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/17/09 7:16,"[37.783928745442, -122.416036392085]",-122.4160364,37.78392875
1906262,1/17/13,1/18/13,Closed,DPW Ops Queue,"451 HYDE ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/17/09 7:16,"[37.784912560497, -122.416235852457]",-122.4162359,37.78491256
1906245,1/17/13,1/18/13,Closed,DPW Ops Queue,"111 TAYLOR ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/17/09 7:16,"[37.78332230982, -122.410856686778]",-122.4108567,37.78332231
1906060,1/17/13,1/17/13,Closed,DPW Ops Queue,"20 SANCHEZ ST, SAN FRANCISCO, CA, 94114",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,8,Castro/Upper Market,1/16/09 14:17,"[37.76887345, -122.431717616]",-122.4317176,37.76887345
1905873,1/17/13,1/23/13,Closed,DPW Ops Queue,"63 GRACE ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Street_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,1/22/09 7:13,"[37.774944492, -122.414437152]",-122.4144372,37.77494449
1905596,1/17/13,1/22/13,Closed,DPW Ops Queue,"500 14TH AVE, SAN FRANCISCO, CA, 94118",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,1,Inner Richmond,1/21/09 9:15,"[37.777785564, -122.472378877]",-122.4723789,37.77778556
1905569,1/17/13,1/22/13,Closed,DPW Ops Queue,Intersection of CLAYTON ST and HAIGHT ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,5,Haight Ashbury,1/21/09 9:16,"[37.7697979719542, -122.448578838049]",-122.4485788,37.76979797
1905562,1/17/13,1/22/13,Closed,DPW Ops Queue,"537 CLAYTON ST, SAN FRANCISCO, CA, 94117",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,5,Haight Ashbury,1/21/09 9:15,"[37.770394975, -122.449005951]",-122.449006,37.77039498
1905480,1/17/13,1/18/13,Closed,DPW Ops Queue,"216 ANZAVISTA AVE, SAN FRANCISCO, CA, 94115",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,2,Western Addition,1/17/09 15:17,"[37.779719038, -122.445121765]",-122.4451218,37.77971904
1905198,1/17/13,1/23/13,Closed,DPW Ops Queue,"155 HARRIET ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,1/22/09 8:13,"[37.77751862779, -122.405148636832]",-122.4051486,37.77751863
1905089,1/17/13,1/22/13,Closed,DPW Ops Queue,Intersection of EDDY ST and FRANKLIN ST,Street and Sidewalk Cleaning,Street_Cleaning,Human_waste_or_urine,Voice In,5,Downtown/Civic Center,1/21/09 9:14,"[37.7826854159439, -122.422463834738]",-122.4224638,37.78268542
1903284,1/16/13,1/19/13,Closed,DPW Ops Queue,"481 EDDY ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/18/09 20:14,"[37.783503570111, -122.415539072197]",-122.4155391,37.78350357
1903276,1/16/13,1/19/13,Closed,DPW Ops Queue,Intersection of LARKIN ST and OLIVE ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/18/09 20:14,"[37.784709659135, -122.417805982317]",-122.417806,37.78470966
1903269,1/16/13,1/19/13,Closed,DPW Ops Queue,"532 LARKIN ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/18/09 20:14,"[37.78270170562, -122.417334544888]",-122.4173345,37.78270171
1903260,1/16/13,1/19/13,Closed,DPW Ops Queue,Intersection of JONES ST and TURK ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/18/09 20:14,"[37.7830040965109, -122.412411848948]",-122.4124118,37.7830041
1903249,1/16/13,1/19/13,Closed,DPW Ops Queue,"101 HYDE ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/18/09 20:14,"[37.781673444346, -122.415579166376]",-122.4155792,37.78167344
1903243,1/16/13,1/19/13,Closed,DPW Ops Queue,Intersection of EDDY ST and TAYLOR ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,1/18/09 20:14,"[37.7841410971463, -122.410951471563]",-122.4109515,37.7841411
